id_ext,casa,fase_global,local,data_inicio,data_fim,local_casa,pulou
501465,camara,Revisão II,Comissões,NA,NA,camara,FALSE
501465,camara,Revisão II,Plenário,NA,NA,camara,FALSE
501465,camara,Sanção/Veto,Presidência da República,NA,NA,presidência da república,FALSE
501465,camara,Avaliação dos Vetos,Congresso,NA,NA,congresso,FALSE
2193777,camara,Pré-Construção,,NA,NA,camara,TRUE
2193777,camara,Construção,Comissões,2019-04-15T16:45:00Z,NA,camara,FALSE
2193777,camara,Construção,Plenário,NA,NA,camara,FALSE
2193777,camara,Pré-Revisão I,,NA,NA,camara,FALSE
2193777,camara,Revisão I,Comissões,NA,NA,senado,FALSE
2193777,camara,Revisão I,Plenário,NA,NA,senado,FALSE
2193777,camara,Pré-Revisão II,,NA,NA,camara,FALSE
2193777,camara,Revisão II,Comissões,NA,NA,camara,FALSE
2193777,camara,Revisão II,Plenário,NA,NA,camara,FALSE
2193777,camara,Sanção/Veto,Presidência da República,NA,NA,presidência da república,FALSE
2193777,camara,Avaliação dos Vetos,Congresso,NA,NA,congresso,FALSE
2193966,camara,Pré-Construção,,NA,NA,camara,TRUE
2193966,camara,Construção,Comissões,2019-04-03T00:00:00Z,NA,camara,FALSE
2193966,camara,Construção,Plenário,NA,NA,camara,FALSE
2193966,camara,Pré-Revisão I,,NA,NA,camara,FALSE
2193966,camara,Revisão I,Comissões,NA,NA,senado,FALSE
2193966,camara,Revisão I,Plenário,NA,NA,senado,FALSE
2193966,camara,Pré-Revisão II,,NA,NA,camara,FALSE
2193966,camara,Revisão II,Comissões,NA,NA,camara,FALSE
2193966,camara,Revisão II,Plenário,NA,NA,camara,FALSE
2193966,camara,Sanção/Veto,Presidência da República,NA,NA,presidência da república,FALSE
2193966,camara,Avaliação dos Vetos,Congresso,NA,NA,congresso,FALSE
2193987,camara,Pré-Construção,,NA,NA,camara,TRUE
2193987,camara,Construção,Comissões,2019-04-05T16:42:00Z,NA,camara,FALSE
2193987,camara,Construção,Plenário,NA,NA,camara,FALSE
2193987,camara,Pré-Revisão I,,NA,NA,camara,FALSE
2193987,camara,Revisão I,Comissões,NA,NA,senado,FALSE
2193987,camara,Revisão I,Plenário,NA,NA,senado,FALSE
2193987,camara,Pré-Revisão II,,NA,NA,camara,FALSE
2193987,camara,Revisão II,Comissões,NA,NA,camara,FALSE
2193987,camara,Revisão II,Plenário,NA,NA,camara,FALSE
2193987,camara,Sanção/Veto,Presidência da República,NA,NA,presidência da república,FALSE
2193987,camara,Avaliação dos Vetos,Congresso,NA,NA,congresso,FALSE
1278924,camara,Pré-Construção,,NA,NA,camara,TRUE
1278924,camara,Construção,Comissões,2015-05-26T16:22:00Z,NA,camara,FALSE
1278924,camara,Construção,Plenário,NA,NA,camara,FALSE
1278924,camara,Pré-Revisão I,,NA,NA,camara,FALSE
1278924,camara,Revisão I,Comissões,NA,NA,senado,FALSE
1278924,camara,Revisão I,Plenário,NA,NA,senado,FALSE
1278924,camara,Pré-Revisão II,,NA,NA,camara,FALSE
1278924,camara,Revisão II,Comissões,NA,NA,camara,FALSE
1278924,camara,Revisão II,Plenário,NA,NA,camara,FALSE
1278924,camara,Sanção/Veto,Presidência da República,NA,NA,presidência da república,FALSE
1278924,camara,Avaliação dos Vetos,Congresso,NA,NA,congresso,FALSE
2194882,camara,Pré-Construção,,NA,NA,camara,TRUE
2194882,camara,Construção,Comissões,2019-04-12T15:31:00Z,NA,camara,FALSE
2194882,camara,Construção,Plenário,NA,NA,camara,FALSE
2194882,camara,Pré-Revisão I,,NA,NA,camara,FALSE
2194882,camara,Revisão I,Comissões,NA,NA,senado,FALSE
2194882,camara,Revisão I,Plenário,NA,NA,senado,FALSE
2194882,camara,Pré-Revisão II,,NA,NA,camara,FALSE
2194882,camara,Revisão II,Comissões,NA,NA,camara,FALSE
2194882,camara,Revisão II,Plenário,NA,NA,camara,FALSE
2194882,camara,Sanção/Veto,Presidência da República,NA,NA,presidência da república,FALSE
2194882,camara,Avaliação dos Vetos,Congresso,NA,NA,congresso,FALSE
2195105,camara,Pré-Construção,,NA,NA,camara,TRUE
2195105,camara,Construção,Comissões,2019-04-12T17:01:00Z,NA,camara,FALSE
2195105,camara,Construção,Plenário,NA,NA,camara,FALSE
2195105,camara,Pré-Revisão I,,NA,NA,camara,FALSE
2195105,camara,Revisão I,Comissões,NA,NA,senado,FALSE
2195105,camara,Revisão I,Plenário,NA,NA,senado,FALSE
2195105,camara,Pré-Revisão II,,NA,NA,camara,FALSE
2195105,camara,Revisão II,Comissões,NA,NA,camara,FALSE
2195105,camara,Revisão II,Plenário,NA,NA,camara,FALSE
2195105,camara,Sanção/Veto,Presidência da República,NA,NA,presidência da república,FALSE
2195105,camara,Avaliação dos Vetos,Congresso,NA,NA,congresso,FALSE
2197797,camara,Pré-Construção,,NA,NA,camara,TRUE
2197797,camara,Construção,Comissões,2019-05-20T17:05:00Z,NA,camara,FALSE
2197797,camara,Construção,Plenário,NA,NA,camara,FALSE
2197797,camara,Pré-Revisão I,,NA,NA,camara,FALSE
2197797,camara,Revisão I,Comissões,NA,NA,senado,FALSE
2197797,camara,Revisão I,Plenário,NA,NA,senado,FALSE
2197797,camara,Pré-Revisão II,,NA,NA,camara,FALSE
2197797,camara,Revisão II,Comissões,NA,NA,camara,FALSE
2197797,camara,Revisão II,Plenário,NA,NA,camara,FALSE
2197797,camara,Sanção/Veto,Presidência da República,NA,NA,presidência da república,FALSE
2197797,camara,Avaliação dos Vetos,Congresso,NA,NA,congresso,FALSE
2198845,camara,Pré-Construção,,NA,NA,camara,TRUE
2198845,camara,Construção,Comissões,2019-05-08T00:00:00Z,NA,camara,FALSE
2198845,camara,Construção,Plenário,NA,NA,camara,FALSE
2198845,camara,Pré-Revisão I,,NA,NA,camara,FALSE
2198845,camara,Revisão I,Comissões,NA,NA,senado,FALSE
2198845,camara,Revisão I,Plenário,NA,NA,senado,FALSE
2198845,camara,Pré-Revisão II,,NA,NA,camara,FALSE
2198845,camara,Revisão II,Comissões,NA,NA,camara,FALSE
2198845,camara,Revisão II,Plenário,NA,NA,camara,FALSE
2198845,camara,Sanção/Veto,Presidência da República,NA,NA,presidência da república,FALSE
2198845,camara,Avaliação dos Vetos,Congresso,NA,NA,congresso,FALSE
1672689,camara,Pré-Construção,,NA,NA,camara,TRUE
1672689,camara,Construção,Comissões,2015-09-08T17:16:00Z,NA,camara,FALSE
1672689,camara,Construção,Plenário,NA,NA,camara,FALSE
1672689,camara,Pré-Revisão I,,NA,NA,camara,FALSE
1672689,camara,Revisão I,Comissões,NA,NA,senado,FALSE
1672689,camara,Revisão I,Plenário,NA,NA,senado,FALSE
1672689,camara,Pré-Revisão II,,NA,NA,camara,FALSE
1672689,camara,Revisão II,Comissões,NA,NA,camara,FALSE
1672689,camara,Revisão II,Plenário,NA,NA,camara,FALSE
1672689,camara,Sanção/Veto,Presidência da República,NA,NA,presidência da república,FALSE
1672689,camara,Avaliação dos Vetos,Congresso,NA,NA,congresso,FALSE
2203660,camara,Pré-Construção,,NA,NA,camara,TRUE
2203660,camara,Construção,Comissões,2019-06-19T00:00:00Z,NA,camara,FALSE
2203660,camara,Construção,Plenário,NA,NA,camara,FALSE
2203660,camara,Pré-Revisão I,,NA,NA,camara,FALSE
2203660,camara,Revisão I,Comissões,NA,NA,senado,FALSE
2203660,camara,Revisão I,Plenário,NA,NA,senado,FALSE
2203660,camara,Pré-Revisão II,,NA,NA,camara,FALSE
2203660,camara,Revisão II,Comissões,NA,NA,camara,FALSE
2203660,camara,Revisão II,Plenário,NA,NA,camara,FALSE
2203660,camara,Sanção/Veto,Presidência da República,NA,NA,presidência da república,FALSE
2203660,camara,Avaliação dos Vetos,Congresso,NA,NA,congresso,FALSE
153627,camara,Pré-Construção,,NA,NA,camara,TRUE
153627,camara,Construção,Comissões,2004-03-03T11:23:00Z,NA,camara,FALSE
153627,camara,Construção,Plenário,NA,NA,camara,FALSE
153627,camara,Pré-Revisão I,,NA,NA,camara,FALSE
153627,camara,Revisão I,Comissões,NA,NA,senado,FALSE
153627,camara,Revisão I,Plenário,NA,NA,senado,FALSE
153627,camara,Pré-Revisão II,,NA,NA,camara,FALSE
153627,camara,Revisão II,Comissões,NA,NA,camara,FALSE
153627,camara,Revisão II,Plenário,NA,NA,camara,FALSE
153627,camara,Sanção/Veto,Presidência da República,NA,NA,presidência da república,FALSE
153627,camara,Avaliação dos Vetos,Congresso,NA,NA,congresso,FALSE
533790,camara,Pré-Construção,,NA,NA,camara,TRUE
533790,camara,Construção,Comissões,2012-03-01T15:03:00Z,NA,camara,FALSE
533790,camara,Construção,Plenário,NA,NA,camara,FALSE
533790,camara,Pré-Revisão I,,NA,NA,camara,FALSE
533790,camara,Revisão I,Comissões,NA,NA,senado,FALSE
533790,camara,Revisão I,Plenário,NA,NA,senado,FALSE
533790,camara,Pré-Revisão II,,NA,NA,camara,FALSE
533790,camara,Revisão II,Comissões,NA,NA,camara,FALSE
533790,camara,Revisão II,Plenário,NA,NA,camara,FALSE
533790,camara,Sanção/Veto,Presidência da República,NA,NA,presidência da república,FALSE
533790,camara,Avaliação dos Vetos,Congresso,NA,NA,congresso,FALSE
534328,camara,Pré-Construção,,NA,NA,camara,TRUE
534328,camara,Construção,Comissões,2012-03-01T14:35:00Z,NA,camara,FALSE
534328,camara,Construção,Plenário,NA,NA,camara,FALSE
534328,camara,Pré-Revisão I,,NA,NA,camara,FALSE
534328,camara,Revisão I,Comissões,NA,NA,senado,FALSE
534328,camara,Revisão I,Plenário,NA,NA,senado,FALSE
534328,camara,Pré-Revisão II,,NA,NA,camara,FALSE
534328,camara,Revisão II,Comissões,NA,NA,camara,FALSE
534328,camara,Revisão II,Plenário,NA,NA,camara,FALSE
534328,camara,Sanção/Veto,Presidência da República,NA,NA,presidência da república,FALSE
534328,camara,Avaliação dos Vetos,Congresso,NA,NA,congresso,FALSE
2190895,camara,Pré-Construção,,NA,NA,camara,TRUE
2190895,camara,Construção,Comissões,2019-02-20T16:22:00Z,NA,camara,FALSE
2190895,camara,Construção,Plenário,NA,NA,camara,FALSE
2190895,camara,Pré-Revisão I,,NA,NA,camara,FALSE
2190895,camara,Revisão I,Comissões,NA,NA,senado,FALSE
2190895,camara,Revisão I,Plenário,NA,NA,senado,FALSE
2190895,camara,Pré-Revisão II,,NA,NA,camara,FALSE
2190895,camara,Revisão II,Comissões,NA,NA,camara,FALSE
2190895,camara,Revisão II,Plenário,NA,NA,camara,FALSE
2190895,camara,Sanção/Veto,Presidência da República,NA,NA,presidência da república,FALSE
2190895,camara,Avaliação dos Vetos,Congresso,NA,NA,congresso,FALSE
946629,camara,Pré-Construção,,NA,NA,camara,TRUE
946629,camara,Construção,Comissões,2015-03-04T00:00:00Z,NA,camara,FALSE
946629,camara,Construção,Plenário,NA,NA,camara,FALSE
946629,camara,Pré-Revisão I,,NA,NA,camara,FALSE
946629,camara,Revisão I,Comissões,NA,NA,senado,FALSE
946629,camara,Revisão I,Plenário,NA,NA,senado,FALSE
946629,camara,Pré-Revisão II,,NA,NA,camara,FALSE
946629,camara,Revisão II,Comissões,NA,NA,camara,FALSE
946629,camara,Revisão II,Plenário,NA,NA,camara,FALSE
946629,camara,Sanção/Veto,Presidência da República,NA,NA,presidência da república,FALSE
946629,camara,Avaliação dos Vetos,Congresso,NA,NA,congresso,FALSE
2208697,camara,Pré-Construção,,NA,NA,camara,TRUE
2208697,camara,Construção,Comissões,2019-07-16T00:00:00Z,NA,camara,FALSE
2208697,camara,Construção,Plenário,NA,NA,camara,FALSE
2208697,camara,Pré-Revisão I,,NA,NA,camara,FALSE
2208697,camara,Revisão I,Comissões,NA,NA,senado,FALSE
2208697,camara,Revisão I,Plenário,NA,NA,senado,FALSE
2208697,camara,Pré-Revisão II,,NA,NA,camara,FALSE
2208697,camara,Revisão II,Comissões,NA,NA,camara,FALSE
2208697,camara,Revisão II,Plenário,NA,NA,camara,FALSE
2208697,camara,Sanção/Veto,Presidência da República,NA,NA,presidência da república,FALSE
2208697,camara,Avaliação dos Vetos,Congresso,NA,NA,congresso,FALSE
2210200,camara,Pré-Construção,,NA,NA,camara,TRUE
2210200,camara,Construção,Comissões,2019-09-25T00:00:00Z,NA,camara,FALSE
2210200,camara,Construção,Plenário,NA,NA,camara,FALSE
2210200,camara,Pré-Revisão I,,NA,NA,camara,FALSE
2210200,camara,Revisão I,Comissões,NA,NA,senado,FALSE
2210200,camara,Revisão I,Plenário,NA,NA,senado,FALSE
2210200,camara,Pré-Revisão II,,NA,NA,camara,FALSE
2210200,camara,Revisão II,Comissões,NA,NA,camara,FALSE
2210200,camara,Revisão II,Plenário,NA,NA,camara,FALSE
2210200,camara,Sanção/Veto,Presidência da República,NA,NA,presidência da república,FALSE
2210200,camara,Avaliação dos Vetos,Congresso,NA,NA,congresso,FALSE
2210372,camara,Pré-Construção,,NA,NA,camara,TRUE
2210372,camara,Construção,Comissões,2019-07-16T16:14:00Z,NA,camara,FALSE
2210372,camara,Construção,Plenário,NA,NA,camara,FALSE
2210372,camara,Pré-Revisão I,,NA,NA,camara,FALSE
2210372,camara,Revisão I,Comissões,NA,NA,senado,FALSE
2210372,camara,Revisão I,Plenário,NA,NA,senado,FALSE
2210372,camara,Pré-Revisão II,,NA,NA,camara,FALSE
2210372,camara,Revisão II,Comissões,NA,NA,camara,FALSE
2210372,camara,Revisão II,Plenário,NA,NA,camara,FALSE
2210372,camara,Sanção/Veto,Presidência da República,NA,NA,presidência da república,FALSE
2210372,camara,Avaliação dos Vetos,Congresso,NA,NA,congresso,FALSE
408349,camara,Pré-Construção,,NA,NA,camara,TRUE
408349,camara,Construção,Comissões,2008-09-08T15:58:00Z,NA,camara,FALSE
408349,camara,Construção,Plenário,NA,NA,camara,FALSE
408349,camara,Pré-Revisão I,,NA,NA,camara,FALSE
408349,camara,Revisão I,Comissões,NA,NA,senado,FALSE
408349,camara,Revisão I,Plenário,NA,NA,senado,FALSE
408349,camara,Pré-Revisão II,,NA,NA,camara,FALSE
408349,camara,Revisão II,Comissões,NA,NA,camara,FALSE
408349,camara,Revisão II,Plenário,NA,NA,camara,FALSE
408349,camara,Sanção/Veto,Presidência da República,NA,NA,presidência da república,FALSE
408349,camara,Avaliação dos Vetos,Congresso,NA,NA,congresso,FALSE
2075025,camara,Pré-Construção,,NA,NA,camara,TRUE
2075025,camara,Construção,Comissões,2016-02-04T16:55:00Z,NA,camara,FALSE
2075025,camara,Construção,Plenário,NA,NA,camara,FALSE
2075025,camara,Pré-Revisão I,,NA,NA,camara,FALSE
2075025,camara,Revisão I,Comissões,NA,NA,senado,FALSE
2075025,camara,Revisão I,Plenário,NA,NA,senado,FALSE
2075025,camara,Pré-Revisão II,,NA,NA,camara,FALSE
2075025,camara,Revisão II,Comissões,NA,NA,camara,FALSE
2075025,camara,Revisão II,Plenário,NA,NA,camara,FALSE
2075025,camara,Sanção/Veto,Presidência da República,NA,NA,presidência da república,FALSE
2075025,camara,Avaliação dos Vetos,Congresso,NA,NA,congresso,FALSE
20703,camara,Pré-Construção,,NA,NA,camara,FALSE
20703,camara,Construção,Comissões,NA,NA,camara,FALSE
20703,camara,Construção,Plenário,NA,NA,camara,FALSE
20703,camara,Pré-Revisão I,,NA,NA,camara,FALSE
20703,camara,Revisão I,Comissões,NA,NA,camara,FALSE
20703,camara,Revisão I,Plenário,NA,NA,camara,FALSE
20703,camara,Pré-Revisão II,,NA,NA,camara,FALSE
20703,camara,Revisão II,Comissões,NA,NA,camara,FALSE
20703,camara,Revisão II,Plenário,NA,NA,camara,FALSE
20703,camara,Sanção/Veto,Presidência da República,NA,NA,presidência da república,FALSE
20703,camara,Avaliação dos Vetos,Congresso,NA,NA,congresso,FALSE
2191094,camara,Pré-Construção,,NA,NA,camara,TRUE
2191094,camara,Construção,Comissões,2019-02-20T16:22:00Z,NA,camara,FALSE
2191094,camara,Construção,Plenário,NA,NA,camara,FALSE
2191094,camara,Pré-Revisão I,,NA,NA,camara,FALSE
2191094,camara,Revisão I,Comissões,NA,NA,senado,FALSE
2191094,camara,Revisão I,Plenário,NA,NA,senado,FALSE
2191094,camara,Pré-Revisão II,,NA,NA,camara,FALSE
2191094,camara,Revisão II,Comissões,NA,NA,camara,FALSE
2191094,camara,Revisão II,Plenário,NA,NA,camara,FALSE
2191094,camara,Sanção/Veto,Presidência da República,NA,NA,presidência da república,FALSE
2191094,camara,Avaliação dos Vetos,Congresso,NA,NA,congresso,FALSE
2213791,camara,Pré-Construção,,NA,NA,camara,TRUE
2213791,camara,Construção,Comissões,2019-08-29T17:01:00Z,NA,camara,FALSE
2213791,camara,Construção,Plenário,NA,NA,camara,FALSE
2213791,camara,Pré-Revisão I,,NA,NA,camara,FALSE
2213791,camara,Revisão I,Comissões,NA,NA,senado,FALSE
2213791,camara,Revisão I,Plenário,NA,NA,senado,FALSE
2213791,camara,Pré-Revisão II,,NA,NA,camara,FALSE
2213791,camara,Revisão II,Comissões,NA,NA,camara,FALSE
2213791,camara,Revisão II,Plenário,NA,NA,camara,FALSE
2213791,camara,Sanção/Veto,Presidência da República,NA,NA,presidência da república,FALSE
2213791,camara,Avaliação dos Vetos,Congresso,NA,NA,congresso,FALSE
2191163,camara,Pré-Construção,,NA,NA,camara,TRUE
2191163,camara,Construção,Comissões,2019-02-20T16:10:00Z,NA,camara,FALSE
2191163,camara,Construção,Plenário,NA,NA,camara,FALSE
2191163,camara,Pré-Revisão I,,NA,NA,camara,FALSE
2191163,camara,Revisão I,Comissões,NA,NA,senado,FALSE
2191163,camara,Revisão I,Plenário,NA,NA,senado,FALSE
2191163,camara,Pré-Revisão II,,NA,NA,camara,FALSE
2191163,camara,Revisão II,Comissões,NA,NA,camara,FALSE
2191163,camara,Revisão II,Plenário,NA,NA,camara,FALSE
2191163,camara,Sanção/Veto,Presidência da República,NA,NA,presidência da república,FALSE
2191163,camara,Avaliação dos Vetos,Congresso,NA,NA,congresso,FALSE
101713,senado,Pré-Construção,,NA,NA,senado,TRUE
101713,senado,Construção,Comissões,2011-08-24T12:00:00Z,2012-11-16T12:00:00Z,senado,FALSE
101713,senado,Construção,Plenário,NA,NA,senado,TRUE
101713,senado,Pré-Revisão I,,NA,NA,senado,TRUE
560047,camara,Revisão I,Comissões,2013-02-06T10:25:00Z,NA,camara,FALSE
560047,camara,Revisão I,Plenário,NA,NA,camara,FALSE
560047,camara,Pré-Revisão II,,NA,NA,camara,FALSE
560047,camara,Revisão II,Comissões,NA,NA,senado,FALSE
560047,camara,Revisão II,Plenário,NA,NA,senado,FALSE
560047,camara,Sanção/Veto,Presidência da República,NA,NA,presidência da república,FALSE
560047,camara,Avaliação dos Vetos,Congresso,NA,NA,congresso,FALSE
949156,camara,Pré-Construção,,NA,NA,camara,TRUE
949156,camara,Construção,Comissões,2015-03-12T17:04:00Z,NA,camara,FALSE
949156,camara,Construção,Plenário,NA,NA,camara,FALSE
949156,camara,Pré-Revisão I,,NA,NA,camara,FALSE
949156,camara,Revisão I,Comissões,NA,NA,senado,FALSE
949156,camara,Revisão I,Plenário,NA,NA,senado,FALSE
949156,camara,Pré-Revisão II,,NA,NA,camara,FALSE
949156,camara,Revisão II,Comissões,NA,NA,camara,FALSE
949156,camara,Revisão II,Plenário,NA,NA,camara,FALSE
949156,camara,Sanção/Veto,Presidência da República,NA,NA,presidência da república,FALSE
949156,camara,Avaliação dos Vetos,Congresso,NA,NA,congresso,FALSE
2220934,camara,Pré-Construção,,NA,NA,camara,TRUE
2220934,camara,Construção,Comissões,2019-10-04T15:59:00Z,NA,camara,FALSE
2220934,camara,Construção,Plenário,NA,NA,camara,FALSE
2220934,camara,Pré-Revisão I,,NA,NA,camara,FALSE
2220934,camara,Revisão I,Comissões,NA,NA,senado,FALSE
2220934,camara,Revisão I,Plenário,NA,NA,senado,FALSE
2220934,camara,Pré-Revisão II,,NA,NA,camara,FALSE
2220934,camara,Revisão II,Comissões,NA,NA,camara,FALSE
2220934,camara,Revisão II,Plenário,NA,NA,camara,FALSE
2220934,camara,Sanção/Veto,Presidência da República,NA,NA,presidência da república,FALSE
2220934,camara,Avaliação dos Vetos,Congresso,NA,NA,congresso,FALSE
2088318,camara,Pré-Construção,,NA,NA,camara,TRUE
2088318,camara,Construção,Comissões,2016-06-24T00:00:00Z,NA,camara,FALSE
2088318,camara,Construção,Plenário,NA,NA,camara,FALSE
2088318,camara,Pré-Revisão I,,NA,NA,camara,FALSE
2088318,camara,Revisão I,Comissões,NA,NA,senado,FALSE
2088318,camara,Revisão I,Plenário,NA,NA,senado,FALSE
2088318,camara,Pré-Revisão II,,NA,NA,camara,FALSE
2088318,camara,Revisão II,Comissões,NA,NA,camara,FALSE
2088318,camara,Revisão II,Plenário,NA,NA,camara,FALSE
2088318,camara,Sanção/Veto,Presidência da República,NA,NA,presidência da república,FALSE
2088318,camara,Avaliação dos Vetos,Congresso,NA,NA,congresso,FALSE
578426,camara,Pré-Construção,,NA,NA,camara,TRUE
578426,camara,Construção,Comissões,2013-06-18T18:46:00Z,NA,camara,FALSE
578426,camara,Construção,Plenário,2019-03-27T14:00:00Z,2019-05-07T14:00:00Z,camara,FALSE
578426,camara,Pré-Revisão I,,NA,NA,camara,FALSE
578426,camara,Revisão I,Comissões,NA,NA,senado,FALSE
578426,camara,Revisão I,Plenário,NA,NA,senado,FALSE
578426,camara,Pré-Revisão II,,NA,NA,camara,FALSE
578426,camara,Revisão II,Comissões,NA,NA,camara,FALSE
578426,camara,Revisão II,Plenário,NA,NA,camara,FALSE
578426,camara,Sanção/Veto,Presidência da República,NA,NA,presidência da república,FALSE
578426,camara,Avaliação dos Vetos,Congresso,NA,NA,congresso,FALSE
2230008,camara,Pré-Construção,,NA,NA,camara,TRUE
2230008,camara,Construção,Comissões,2019-12-17T00:00:00Z,NA,camara,FALSE
2230008,camara,Construção,Plenário,NA,NA,camara,FALSE
2230008,camara,Pré-Revisão I,,NA,NA,camara,FALSE
2230008,camara,Revisão I,Comissões,NA,NA,senado,FALSE
2230008,camara,Revisão I,Plenário,NA,NA,senado,FALSE
2230008,camara,Pré-Revisão II,,NA,NA,camara,FALSE
2230008,camara,Revisão II,Comissões,NA,NA,camara,FALSE
2230008,camara,Revisão II,Plenário,NA,NA,camara,FALSE
2230008,camara,Sanção/Veto,Presidência da República,NA,NA,presidência da república,FALSE
2230008,camara,Avaliação dos Vetos,Congresso,NA,NA,congresso,FALSE
2231036,camara,Pré-Construção,,NA,NA,camara,TRUE
2231036,camara,Construção,Comissões,2019-12-11T00:00:00Z,NA,camara,FALSE
2231036,camara,Construção,Plenário,NA,NA,camara,FALSE
2231036,camara,Pré-Revisão I,,NA,NA,camara,FALSE
2231036,camara,Revisão I,Comissões,NA,NA,senado,FALSE
2231036,camara,Revisão I,Plenário,NA,NA,senado,FALSE
2231036,camara,Pré-Revisão II,,NA,NA,camara,FALSE
2231036,camara,Revisão II,Comissões,NA,NA,camara,FALSE
2231036,camara,Revisão II,Plenário,NA,NA,camara,FALSE
2231036,camara,Sanção/Veto,Presidência da República,NA,NA,presidência da república,FALSE
2231036,camara,Avaliação dos Vetos,Congresso,NA,NA,congresso,FALSE
2234655,camara,Pré-Construção,,NA,NA,camara,TRUE
2234655,camara,Construção,Comissões,2020-02-06T14:18:00Z,NA,camara,FALSE
2234655,camara,Construção,Plenário,2019-12-17T20:02:00Z,2020-02-06T14:18:00Z,camara,FALSE
